id,name,review_count,categories,subcate,rate,location,phone,latitude,longitude 
1631,Wayfarers,1,Galleries,Art Galleries,4.0,1109 Dekalb Ave,,40.694,-73.9308
1632,Talwar Gallery,1,Galleries,Art Galleries,3.0,108 E 16th St,(212) 673-3096,40.7355,-73.9888
1633,westudio,1,Galleries,Art Galleries,2.0,548 W 28th St,(212) 244-7788,40.7517,-74.0041
1634,Chase Contemporary,1,Galleries,Art Galleries,4.0,231 10th Ave,(212) 337-3203,40.7482,-74.004
1635,Nazmiyal Antique Rugs,6,Galleries,Antiques,4.5,31 E 32nd St,(212) 545-8029,40.7464,-73.9833
1636,Kent Fine Art LLC,1,Galleries,Art Galleries,5.0,210 Eleventh Ave,(212) 365-9500,40.7499,-74.0059
1637,Urban Consign & Design,24,Galleries,Furniture Stores,4.5,650 Newark St,(201) 921-6800,40.7367,-74.042
1638,Royal Athena Galleries,1,Galleries,Antiques,1.0,153 E 57th St,(212) 355-2034,40.7607,-73.9681
1639,SBC Art Studio,1,Galleries,Art Space Rentals,5.0,229 Cook St,(718) 456-2500,40.7036,-73.9337
1640,York's Shona Gallery,1,Galleries,Art Galleries,4.0,99 Spring St,(212) 431-7444,40.7235,-73.9993
1641,Pranayama Art,7,Galleries,Framing,4.5,831 Dean St,(718) 230-5781,40.6793,-73.9624
1642,Pomegranate Gallery,1,Galleries,Art Galleries,4.0,137 Greene St,(212) 260-4014,40.7259,-73.9989
1643,Kathryn Markel Fine Arts,1,Galleries,Art Galleries,2.0,529 W 20th St,(212) 366-5368,40.7466,-74.0069
1644,Picture Farm Gallery,1,Galleries,Art Galleries,5.0,338 Wythe Ave,,40.7146,-73.9652
1645,Salon 94,1,Galleries,Art Galleries,5.0,12 E 94th St,(646) 672-9212,40.7862,-73.956
1646,Findlay David Jr Fine Art,1,Galleries,Art Galleries,4.0,41 E 57th St,(212) 486-7660,40.7623,-73.9719
1647,Brian Josselyn,1,Galleries,Art Galleries,5.0,217 E 3rd St,(617) 584-0864,40.7226,-73.9822
1648,Pastel Art,15,Galleries,Framing,4.5,25-31 Broadway,(718) 274-8559,40.7631,-73.9273
1649,Andrew Kreps Gallery,2,Galleries,Art Galleries,3.5,537 W 22nd St,(212) 741-8849,40.7478,-74.0064
1650,Syracuse University Lubin House,2,Galleries,Colleges & Universities,5.0,11 E 61st St,(212) 826-0320,40.7653,-73.971
1651,Leslie-Lohman Museum of Gay and Lesbian Art,15,Galleries,Art Galleries,4.0,26 Wooster St,(212) 431-2609,40.7216,-74.0031
1652,The Morgan Library & Museum,252,Galleries,Libraries,4.5,225 Madison Ave,(212) 685-0008,40.7491,-73.9818
1653,Team Gallery,3,Galleries,Art Galleries,3.5,83 Grand St,(212) 279-9219,40.7217,-74.0025
1654,The Painted Cloud,3,Galleries,Venues & Event Spaces,4.5,168 Marcy Ave,(646) 675-7255,40.7089,-73.9579
1655,Ethnix Tribal & African Arts,2,Galleries,Art Galleries,5.0,636 Broadway,(212) 614-6610,40.7263,-73.9959
1656,The Neustadt Collection of Tiffany Glass,1,Galleries,Art Museums,5.0,526 46th Ave,(718) 361-8489,40.747,-73.9543
1657,Pratzon Art Restoration,1,Galleries,Art Restoration,5.0,122 W 26th St,(212) 807-7066,40.7451,-73.9926
1658,Capo Auction,11,Galleries,Auction Houses,2.0,36-01 Queens Blvd,(718) 433-3710,40.7447,-73.9286
1659,Hewn Arts Center,1,Galleries,Art Galleries,4.0,149 Sip Ave,,40.7311,-74.0658
1660,A Forest Galley,1,Galleries,Art Galleries,5.0,134 West 29th St,(212) 673-1168,40.7471,-73.9918
1661,Cavin Morris,1,Galleries,Art Galleries,1.0,210 11th Ave,(212) 226-3768,40.7499,-74.0059
1662,Flatbush Frameworks,15,Galleries,Framing,5.0,1909 Foster Ave,(917) 757-7121,40.6361,-73.9593
1663,Center For Cuban Studies,3,Galleries,Art Galleries,4.5,231 W 29th St,(212) 242-0559,40.7487,-73.9942
1664,The Noguchi Museum,118,Galleries,Art Tours,4.5,9-01 33rd Rd,(718) 204-7088,40.7668,-73.9383
1665,Bold Hype Gallery,1,Galleries,Art Galleries,5.0,547 W 27th St,(212) 868-2322,40.7512,-74.0045
1666,Camel Art Space,1,Galleries,Art Galleries,5.0,722 Metropolitan Ave,,40.7143,-73.9448
1667,Dia Center For the Arts,1,Galleries,Art Galleries,1.0,548 W 22nd St,(212) 229-2744,40.7478,-74.007
1668,Causey Contemporary,2,Galleries,Art Galleries,3.0,15 Broad St,(212) 966-2520,40.7064,-74.0106
1669,Pratt Sculpture Garden,6,Galleries,Art Galleries,5.0,200 Willoughby Ave,(718) 636-3600,40.6926,-73.9625
1670,1st Thursday Gallery Walk,1,Galleries,Art Galleries,4.0,Dumbo,(718) 222-2500,40.7029,-73.9878
1671,The Cell Theatre,7,Galleries,Performing Arts,4.5,338 W 23rd St,(646) 861-2253,40.7457,-74.0001
1672,Gallery 51,1,Galleries,Art Galleries,4.0,51 Church St,(973) 744-4484,40.8142,-74.2186
1673,Edward Tyler Nahem Fine Art,4,Galleries,Art Galleries,4.0,37 W 57th St,(212) 517-2453,40.7641,-73.9759
1674,Brain Pickings,1,Galleries,Print Media,5.0,10 Jay St,,40.7046,-73.9871
1675,Excel Art and Framing,1,Galleries,Framing,5.0,489 Ave Of The Americas,(212) 255-2970,40.7363,-73.9978
1676,All Things Project,1,Galleries,Art Galleries,4.0,269 Bleecker St,(212) 691-1770,40.7315,-74.0029
1677,The 9 Photo Studio,2,Galleries,Art Space Rentals,3.5,9 Bleecker St,(904) 540-0870,40.7256,-73.9928
1678,Chisholm Gallery Vintage Posters,2,Galleries,Art Galleries,3.5,325 1/2 W 16th St,(212) 243-8834,40.7417,-74.0027
1679,Otterness Thomas,2,Galleries,Art Galleries,3.0,202 Plymouth St,(718) 802-0074,40.7035,-73.9856
1680,H Heather Edelman Gallery,1,Galleries,Art Galleries,4.0,141 W 20th St,,40.7419,-73.9957
1681,The Bard Graduate Center,4,Galleries,Art Galleries,5.0,18 W 86th St,(212) 501-3000,40.7855,-73.9706
1682,Rubin Museum of Art,244,Galleries,Art Museums,4.5,150 W 17th St,(212) 620-5000,40.7401,-73.9977
1683,Esopus Space,1,Galleries,Art Galleries,3.0,64 West 3rd St,(212) 473-0919,40.7294,-73.9982
1684,Gana Art Gallery,2,Galleries,Art Galleries,4.0,564 W 25th St,(212) 229-5828,40.7499,-74.0057
1685,Peter Max Corporate Ofcs,2,Galleries,Art Galleries,3.0,37 W 65th St,(212) 874-6700,40.7728,-73.9813
1686,Ran Art Gallery,16,Galleries,Art Galleries,4.5,2472 Broadway,(212) 580-5400,40.7919,-73.9735
1687,Union Square Ceramic Center,1,Galleries,Art Galleries,5.0,7 E 17th St,(212) 633-2026,40.7379,-73.9913
1688,41 Cooper Gallery,1,Galleries,Art Galleries,3.0,41 Cooper Sq,,40.7286,-73.9904
1689,Killer Heels: The Art of the High Heeled Shoe,3,Galleries,Art Galleries,2.5,200 Eastern Pkwy,(718) 638-5000,40.6715,-73.9628
1690,Jamaica Center for Arts & Learning,6,Galleries,Performing Arts,4.5,161-04 Jamaica Ave,(718) 658-7400,40.704,-73.7984
1691,Paint Can Studios,1,Galleries,Art Galleries,4.0,3608 34th St,(718) 937-7360,40.7552,-73.9279
1692,Art & Picture Framing,1,Galleries,Art Galleries,5.0,5511 Bergenline Ave,(201) 865-0430,40.7861,-74.0188
1693,Maccarone,2,Galleries,Art Galleries,3.0,630 Greenwich St,(212) 431-4977,40.7308,-74.0082
1694,FrameArt NYC,38,Galleries,Art Galleries,4.0,147 Thames St,(718) 381-0300,40.7059,-73.9268
1695,Reeves Contemporary,1,Galleries,Art Galleries,2.0,535 W 24th St,(212) 714-0044,40.749,-74.0051
1696,Strange Loop Gallery,1,Galleries,Art Galleries,1.0,27 Orchard St,(347) 963-3881,40.7155,-73.9917
1697,Cinema Verite,2,Galleries,Art Galleries,2.5,457 W 50th St,(212) 226-1124,40.7647,-73.9912
1698,Artists Space Exhibitions,4,Galleries,Art Galleries,3.5,38 Greene St,(212) 226-3970,40.7217,-74.002
1699,Morantz S Galleries,1,Galleries,Art Galleries,5.0,608 Anderson Ave,(201) 943-8900,40.8251,-73.9877
1700,Mistretta Galleries,1,Galleries,Art Galleries,5.0,435 Forest Ave,(516) 671-6070,40.8739,-73.6134
1701,Q Art Trading,3,Galleries,Art Galleries,5.0,1353 2nd Ave,(212) 734-3122,40.7685,-73.9588
1702,Clic,18,Galleries,Art Galleries,3.5,255 Centre St,(212) 966-2766,40.7208,-73.9977
1703,PROJECT New York,1,Galleries,Art Galleries,3.0,82 Mercer St,,40.7228,-74.0
1704,Art At Large,1,Galleries,Art Galleries,5.0,630 9th Ave,,40.7602,-73.9911
1705,The Village Pet Store and Charcoal Grill,2,Galleries,Art Galleries,5.0,7TH Avenue South 89,,40.7326,-74.0032
1706,55 Gansevoort,1,Galleries,Art Galleries,3.0,55 Gansevoort,,40.7395,-74.007
1707,L Parker Stephenson Photographs,1,Galleries,Photographers,5.0,764 Madison Ave,(212) 517-8700,40.7678,-73.9685
1708,29rooms,4,Galleries,Music Venues,3.5,15 Huron St,,40.7325,-73.9609
1709,Leo Castelli Gallery,2,Galleries,Art Galleries,3.5,18 E 77th St,(212) 249-4470,40.775,-73.9637
1710,Collective 131,1,Galleries,Art Galleries,5.0,"Hoboken, NJ 07030",(302) 643-9369,40.7431,-74.0338
1711,Bespoke Gallery,1,Galleries,Art Galleries,4.0,547 W 27th St,(212) 695-8201,40.7512,-74.0045
1712,Megan Fox Kelly Art Advisory,1,Galleries,Art Galleries,1.0,590 Madison Ave,(212) 505-3405,40.7621,-73.973
1713,Cristian S Aluas,1,Galleries,Graphic Design,5.0,2228 Amsterdam Ave,(702) 758-0411,40.8416,-73.9361
1714,Squid Frames,8,Galleries,Framing,4.5,168 7th St,(718) 499-1584,40.6729,-73.9909
1715,Max Protetch,1,Galleries,Art Galleries,2.0,511 W 22nd St,(212) 633-6999,40.7474,-74.0051
1716,The Korea Society,3,Galleries,Art Galleries,5.0,350 Madison Ave,(212) 759-7525,40.7547,-73.9784
1717,La Belle Epoque Vintage Posters & Framing,1,Galleries,Art Galleries,4.0,115A Greenwich Ave,(212) 362-1770,40.7382,-74.0023
1718,Belanthi,1,Galleries,Art Galleries,5.0,142 Court St,(718) 624-9420,40.6892,-73.9928
1719,Pike Loop,1,Galleries,Art Galleries,5.0,Pike St,,40.7138,-73.9927
1720,Zieher Smith,1,Galleries,Art Galleries,4.0,516 W 20th St,(212) 229-1088,40.7461,-74.0068
1721,Oscar Wilde Tours,7,Galleries,Historical Tours,5.0,1202 Lexington Ave,(646) 560-3205,40.7767,-73.9579
1722,Textile Arts Center,9,Galleries,Art Schools,3.5,505 Carroll St,(718) 369-0222,40.6741,-73.9843
1723,AIGA,6,Galleries,Education,4.5,164 5th Ave,(212) 807-1990,40.7407,-73.9907
1724,lifshitz Gallery,4,Galleries,Art Galleries,1.5,247 E 77th St,(212) 628-6043,40.7725,-73.9565
1725,Dirty Hands,3,Galleries,Paint & Sip,5.0,55 Chrystie St,(646) 330-0621,40.7167,-73.995
1726,Matted,35,Galleries,Art Galleries,4.0,46-36 Vernon Blvd,(718) 786-8660,40.7459,-73.9533
1727,David Rothman Framemakers,3,Galleries,Framing,5.0,611 Broadway,(212) 564-1378,40.7503,-73.9845
1728,David Rothman Framemakers,3,Galleries,Framing,5.0,611 Broadway,(212) 564-1378,40.7503,-73.9845
1729,Center For Italian Modern Art,3,Galleries,Museums,4.5,421 Broome St,(646) 370-3596,40.7212,-73.9987
1730,Tria Gallery,1,Galleries,Museums,4.0,531 W 25th St Frnt 1,(212) 695-0021,40.7496,-74.0046
1731,Claire Oliver,2,Galleries,Art Galleries,4.0,513 W 26th St,(212) 929-5949,40.75,-74.0035
1732,Greenwich House Pottery,8,Galleries,Art Schools,3.5,16 Jones St,(212) 242-4106,40.7318,-74.0024
1733,BravinLee Programs,1,Galleries,Art Galleries,5.0,526 W 26th St,(212) 462-4404,40.7502,-74.0044
1734,Posteritati Movie Poster Gallery,7,Galleries,Art Galleries,4.0,239 Centre St,(212) 226-2207,40.7203,-73.9984
1735,Brian Morris Gallery,1,Galleries,Art Galleries,4.0,163 Chrystie St,,40.7207,-73.9929
1736,SPARK,13,Galleries,Art Classes,5.0,2067 Broadway,(917) 817-7142,40.7784,-73.9825
1737,Jamali NYC Gallery,11,Galleries,Art Galleries,2.0,413 W Broadway,(212) 966-3335,40.7248,-74.0014
1738,Live With Animals,1,Galleries,Art Galleries,3.0,210 Kent Ave,,40.7178,-73.9646
1739,Keith De Lellis Gallery,1,Galleries,Art Galleries,4.0,41 East 57th St,(212) 327-1482,40.7624,-73.9719
1740,Kumukumu Gallery,1,Galleries,Art Galleries,4.0,42 Rivington St,(212) 677-5160,40.7211,-73.991
1741,Chapel of Sacred Mirrors,1,Galleries,Art Galleries,2.0,78 Fifth Ave,(212) 243-5995,40.7358,-73.9942
1742,Art Station,18,Galleries,Art Classes,5.0,1303 Ave U,(718) 645-4545,40.5989,-73.9581
1743,112 Greene Street,2,Galleries,Art Galleries,4.5,Basement Street Art Exhibition Work To Do,,40.7256,-73.998
1744,Art Cafe + Bar,29,Galleries,Bars,3.5,884-886 Pacific St,(718) 857-2522,40.6802,-73.9647
1745,Outsider Art Show,1,Galleries,Art Galleries,5.0,295 Lafayette St,(212) 274-8900,40.7245,-73.9954
1746,Point Green Studio,1,Galleries,Art Space Rentals,5.0,260 Java St,(347) 987-4616,40.732,-73.9497
1747,Podpublishing,1,Galleries,Art Galleries,2.0,10 Jay St,(718) 243-0923,40.7046,-73.9871
1748,Frames and Stretchers,40,Galleries,Framing,5.0,107 Suffolk St,(347) 705-0081,40.7192,-73.9862
1749,Gallery R'Pure,1,Galleries,Art Galleries,3.0,3 E 19th St,(646) 572-3869,40.739,-73.991
1750,Boris Rasin Art & Design,1,Galleries,Graphic Design,5.0,645 E 26th St,(917) 657-2746,40.6347,-73.9519
1751,Apex Art,1,Galleries,Art Galleries,2.0,291 Church St,(212) 431-5270,40.7191,-74.0045
1752,La Mano Pottery,46,Galleries,Art Schools,3.5,110 W 26th St,(212) 627-9450,40.745,-73.9921
1753,Reaves Gallery,1,Galleries,Art Galleries,1.0,West 82nd St,(415) 250-3201,40.7312,-73.9906
1754,Synchronicity Fine Art,3,Galleries,Art Galleries,2.5,106 W 13th St Bsmt,(646) 230-8199,40.7367,-73.9981
1755,A Z Art Framing,3,Galleries,Framing,4.5,16 Desbrosses St,(212) 226-3641,40.7237,-74.0089
1756,About Glamour + AG Gallery,2,Galleries,Women's Clothing,3.0,310 Grand St,(718) 599-3044,40.7127,-73.9572
1757,Metro Pictures,6,Galleries,Art Galleries,4.0,519 W 24th St,(212) 206-7100,40.7488,-74.0047
1758,Union City PAC,3,Galleries,Opera & Ballet,3.0,2500 Kennedy Blvd,(201) 865-6980,40.771,-74.0365
1759,Unicorn Art Studio Inc,1,Galleries,Art Galleries,1.0,150 West 28th St,(212) 741-9346,40.7468,-73.9929
1760,Roosevelt Island Visual Art Association,1,Galleries,Art Galleries,3.0,527 Main St,(212) 308-6630,40.7613,-73.9505
1761,Oriental Culture,11,Galleries,Art Galleries,4.0,13 - 17 Elizabeth St,(212) 226-8461,40.7161,-73.9976
1762,David Killen Gallery,4,Galleries,Auction Houses,4.0,110 W 25th St,(212) 426-0079,40.7442,-73.9922
1763,Stam Gallery,12,Galleries,Art Galleries,4.5,289 Main St,(516) 883-1104,40.8326,-73.6986
1764,BKC Brooklyn Central,20,Galleries,Art Classes,5.0,736 Bushwick Ave,(718) 362-2394,40.6959,-73.9302
1765,Dynasty Fine Arts,2,Galleries,Art Galleries,3.0,37 W 57th St,(212) 317-9800,40.7641,-73.9759
1766,Cloud Printing,8,Galleries,Printing Services,5.0,66 W Broadway,(212) 775-0888,40.7147,-74.0101
1767,Chambers Fine Art,2,Galleries,Art Galleries,4.0,522 W 19th St,(212) 414-1169,40.7456,-74.0069
1768,Westside Frame Shop,18,Galleries,Framing,4.0,152 8th Ave,(212) 255-0808,40.7418,-74.0006
1769,Waves,6,Galleries,Antiques,3.0,40 W 25th St,(212) 273-9616,40.7436,-73.9911
1770,Peanut Underground,1,Galleries,Art Galleries,4.0,215 E 5th St,,40.7276,-73.9902
1771,Starving Artists Art Sale,2,Galleries,Framing,4.0,102-05 Ditmars Blvd,(281) 360-3420,40.7686,-73.8676
1772,Clayton Gallery and Outlaw Art Museum,1,Galleries,Art Museums,5.0,161 Essex St,(212) 477-1363,40.7214,-73.9871
1773,New Release,1,Galleries,Art Galleries,4.0,60 Mulberry St,(212) 571-2400,40.7155,-73.9993
1774,Campton Gallery,1,Galleries,Art Galleries,4.0,"New York, NY 10012",(212) 387-0208,40.7247,-73.9989
1775,Farancz Painting Conservation Studio,1,Galleries,Art Restoration,5.0,361 W 36th St,(646) 912-9016,40.7545,-73.9947
1776,Urban Cricket,2,Galleries,Arts & Crafts,4.0,29 Essex St,,40.7159,-73.9897
1777,Macha Jewelry Studio,9,Galleries,Art Galleries,5.0,67 West St,(347) 556-4871,40.7286,-73.9592
1778,Kenkeleba House Garden,1,Galleries,Art Galleries,4.0,214 E 2nd St,(212) 788-7900,40.722,-73.9829
1779,Manhattan Graphics Center,1,Galleries,Art Schools,5.0,250 West 40th St,(212) 219-8783,40.7554,-73.9897
1780,Rivington Design House,1,Galleries,Art Galleries,4.0,52 Kenmare St,(212) 203-7024,40.7208,-73.9955
1781,West Harlem Art Fund,1,Galleries,Art Galleries,1.0,16 Main St,(347) 365-0132,40.7034,-73.991
1782,Goethe Institute,1,Galleries,Art Galleries,5.0,38 Ludlow St,(212) 439-8700,40.7161,-73.9902
1783,Glasshouse Artlifelab,1,Galleries,Art Galleries,2.0,246 Union Ave,,40.7078,-73.9503
1784,Sepia International,1,Galleries,Art Galleries,5.0,148 W 24th St,(212) 645-9444,40.7442,-73.9945
1785,Castor Gallery,1,Galleries,Art Galleries,1.0,254 Broome St,(212) 321-0223,40.7182,-73.9901
1786,Resobox  East Village,4,Galleries,Cultural Center,5.0,91 E 3rd St,(212) 598-5993,40.7248,-73.9878
1787,Petzel Gallery,2,Galleries,Art Galleries,2.0,35 East 67th St,(212) 680-9467,40.7685,-73.9671
1788,Judaica Classics by Doina,4,Galleries,Art Galleries,5.0,1248 Lexington Ave,(212) 722-4271,40.7784,-73.9566
1789,Salon 94,1,Galleries,Art Galleries,1.0,243 Bowery,(212) 979-0001,40.7226,-73.9928
1790,Margaret Thatcher Projects,1,Galleries,Art Galleries,2.0,539 W 23rd St,(212) 675-0222,40.7483,-74.0055
1791,Apollo Gallery,2,Galleries,Antiques,4.5,3410 36th Ave,(718) 786-7590,40.7551,-73.9271
1792,Global Labo,1,Galleries,Art Galleries,1.0,545 8th Ave,(212) 921-8788,40.7545,-73.9922
1793,Supermud Pottery Studio,4,Galleries,Art Galleries,5.0,2744 Broadway,(212) 865-9190,40.8005,-73.9677
1794,Donna Distefano,6,Galleries,Jewelry,5.0,37 W 20th St,(212) 594-3757,40.7407,-73.9933
1795,Jersey City Art School,1,Galleries,Art Galleries,5.0,313 3rd St,(201) 721-6185,40.7234,-74.0485
1796,Claire's Creative Adventures,3,Galleries,Tours,3.5,1157 Lexington Ave,(646) 755-7733,40.7753,-73.9586
1797,Frames on L,54,Galleries,Framing,3.5,753 Metropolitan Ave,(551) 200-1382,40.7147,-73.9439
1798,John Azelvandre Fine Art,1,Galleries,Art Galleries,5.0,"Brooklyn, NY 11215",,40.6689,-73.9819
1799,Hedleys Inc,4,Galleries,Antiques,2.0,271 Scholes St,(718) 433-4005,40.7095,-73.9374
1800,Argosy Book Store,52,Galleries,Antiques,4.5,116 E 59th St,(212) 753-4455,40.7625,-73.9691
1801,El Taller Latino Americano,10,Galleries,Language Schools,4.0,215 E 99th St,(212) 665-9460,40.7867,-73.9469
1802,Nirvana International,1,Galleries,Art Galleries,1.0,246 W Broadway,(212) 789-9001,40.72,-74.006
1803,Scope Artfair,2,Galleries,Art Galleries,4.5,521 W 26th Street Bsmt,(212) 268-1522,40.7501,-74.0038
1804,73 See Gallery and Design Studio,1,Galleries,Art Galleries,5.0,73 Pine St,(973) 746-8737,40.81,-74.2086
1805,R Duane Reed Gallery Ny,1,Galleries,Art Galleries,3.0,529 W 20th St,(212) 462-2600,40.7466,-74.0069
1806,Liori Diamonds,12,Galleries,Jewelry,5.0,581 5th Ave,(212) 221-1525,40.7567,-73.9782
1807,Arts in Action Visual Art Program,6,Galleries,Community Service/Non-Profit,4.5,711 Amsterdam Ave,(917) 741-2297,40.7929,-73.9709
1808,Decor Art Gallery,3,Galleries,Art Galleries,3.5,158 7th Ave,(212) 604-9864,40.7421,-73.9973
1809,Rive Gauche Jewelry,2,Galleries,Jewelry,5.0,579 5th Ave,(212) 719-5444,40.7566,-73.9781
1810,Bedford Galleries,5,Galleries,Antiques,4.5,1167 Bedford Ave,(917) 975-1401,40.6835,-73.9538
1811,Gallery 270,2,Galleries,Art Galleries,5.0,270 Westwood Ave,(201) 871-4113,40.9931,-74.0301
1812,11 R Gallery,1,Galleries,Art Galleries,3.0,195 Chrystie St,(212) 982-1930,40.7222,-73.9923
1813,Bark Frameworks LLC,2,Galleries,Framing,5.0,21-24 44th Ave,(718) 752-1919,40.7491,-73.946
1814,Doyle New York,7,Galleries,Art Galleries,1.5,175 E 87th St,(212) 427-2730,40.7798,-73.9541
1815,Red Box Jade,1,Galleries,Art Galleries,4.0,43-42 40th St,(718) 937-7578,40.7449,-73.9241
1816,Gibney Dance,5,Galleries,Dance Studios,3.0,280 Broadway,(646) 837-6809,40.7139,-74.0054
1817,Carnegie Hill Gallery and Custom Framing,4,Galleries,Framing,4.0,1377 Lexington Ave,(212) 831-2224,40.7825,-73.9533
1818,Reverie,14,Galleries,Jewelry,5.0,40 W 25th St,(917) 428-1915,40.7437,-73.991
1819,Christina Ray,1,Galleries,Art Galleries,3.0,30 Grand St,(212) 334-0204,40.7229,-74.0046
1820,FD,3,Galleries,Jewelry,2.5,26 E 80th St,(212) 772-2440,40.777,-73.962
1821,Y Gallery,1,Galleries,Art Galleries,3.0,165 Orchard St,(415) 636-0760,40.7212,-73.9889
1822,Higher Pictures,4,Galleries,Art Galleries,3.5,980 Madison Ave,(212) 249-6100,40.7747,-73.9635
1823,Eagle USA,1,Galleries,Art Galleries,5.0,39-01 Main St,(718) 887-7203,40.7601,-73.83
1824,Alliance Art Glass,16,Galleries,Framing,4.5,169 E 88th St,(212) 410-3994,40.7804,-73.9535
1825,The Glass Gallery,3,Galleries,Art Supplies,3.5,140 Chestnut St,(973) 667-7788,40.8181,-74.1544
1826,VPK Enterprises,3,Galleries,Jewelry,5.0,23 W 47th St,(212) 768-7707,40.761,-73.9929
1827,LF8,1,Galleries,Art Galleries,1.0,80 E 7th St,,40.7271,-73.9865
1828,New York Loan Company,15,Galleries,Pawn Shops,5.0,50 W 47th St,(212) 997-5626,40.7574,-73.9806
1829,"Poster Auctions International, Inc.",3,Galleries,Auction Houses,4.0,26 W 17th St,(212) 787-4000,40.7384,-73.9939
1830,Nancy Margolis Gallery,1,Galleries,Art Galleries,1.0,523 W 25th St,(212) 242-3013,40.7494,-74.0042
1831,Ameringer Mcenery Yohe,2,Galleries,Art Galleries,3.5,525 W 22nd St,(212) 445-0051,40.7476,-74.0057
1832,Frick Collection,469,Galleries,Art Museums,4.5,1 E 70th St,(212) 288-0700,40.7709,-73.9672
1833,EatMetal,7,Galleries,Jewelry,5.0,720 Monroe St,(201) 926-9620,40.7467,-74.0378
1834,Avshalom Eitan Fine Arts,1,Galleries,Art Galleries,1.0,461 Fort Washington Ave,(212) 928-0760,40.8507,-73.9386
1835,Panorama Galleries,1,Galleries,Antiques,3.0,123 4th Ave,(212) 475-7300,40.733,-73.9898
1836,Rockwall Studios,1,Galleries,Art Space Rentals,1.0,1080 Wyckoff Ave,(347) 457-5125,40.6944,-73.9025
1837,Dia Center For the Arts,1,Galleries,Art Galleries,3.0,535 W 22nd St,(212) 989-5566,40.7477,-74.0059
1838,General Art Framing,12,Galleries,Framing,4.5,14 E 38th St,(212) 255-1298,40.7503,-73.9818
1839,Designers Gallery Fine Art & Custom Framing,2,Galleries,Art Galleries,5.0,1049A Raritan Rd,(732) 381-6093,40.6284,-74.3144
1840,Starving Artist Cafe & Gallery,221,Galleries,Art Galleries,4.5,1045 Tulip Ave,(516) 358-2233,40.7132,-73.6783
1841,Public Sculptures,2,Galleries,Art Galleries,4.0,"New York, NY 10023",,40.7769,-73.9819
1842,Knockdown Center,30,Galleries,Venues & Event Spaces,3.0,52-19 Flushing Ave,(347) 915-5615,40.7149,-73.9135
1843,Pin Framing,1,Galleries,Framing,5.0,122 W 25th,(212) 229-6800,40.7445,-73.9929
1844,Bay Ridge Art Space,9,Galleries,Art Classes,4.5,86th St And 3rd Ave,(347) 719-2787,40.6235,-74.0309
1845,Paper Conservation Studio,1,Galleries,Art Restoration,5.0,134 West 26th St,(212) 315-2828,40.7453,-73.993
1846,Korean Cultural Service NY,4,Galleries,Art Galleries,5.0,460 Park Ave,(212) 759-9550,40.762,-73.9708
1847,Fairbanks Art & Framing Gallery,3,Galleries,Art Galleries,5.0,29 Godwin Ave,(201) 251-8100,40.9792,-74.1228
1848,Gibson Custom Framing & Art Gallery,2,Galleries,Art Galleries,5.0,1019A Broadway,(516) 791-5444,40.6309,-73.7074
1849,J+B Design,14,Galleries,Jewelry,4.5,300 7th St,(347) 987-3217,40.6706,-73.9862
1850,Chelsea Galleries,7,Galleries,Museums,5.0,"New York, NY",,40.7478,-74.0061
1851,Broadway Prints,1,Galleries,Art Galleries,5.0,350 Bowery,(646) 262-1882,40.7267,-73.992
1852,Scandinavia House,33,Galleries,Community Service/Non-Profit,4.0,58 Park Ave,(212) 779-3587,40.7494,-73.98
1853,Artist Frame Gallery,3,Galleries,Framing,4.5,744 Bloomfield Ave,(973) 239-3738,40.8341,-74.2512
1854,The City Reliquary,34,Galleries,Museums,4.0,370 Metropolitan Ave,(718) 782-4842,40.7138,-73.9557
1855,Stack's Bowers Rare Coin Galleries,25,Galleries,Hobby Shops,4.0,123 W 57th St,(212) 582-2580,40.7649,-73.9781
1856,F & D Frame Co,2,Galleries,Art Galleries,3.0,667 Anderson Ave,(201) 945-9735,40.8273,-73.9872
1857,Art Info,1,Galleries,Art Galleries,1.0,80 Broad St,(212) 837-7776,40.7043,-74.0118
1858,The Hive NYC,1,Galleries,Venues & Event Spaces,5.0,20 Cook St,,40.7021,-73.9432
1859,Jungle Art Space,1,Galleries,Art Galleries,2.0,286 Meserole St,,40.7086,-73.9366
1860,The Museum of Modern Art,1890,Galleries,Art Museums,4.5,11 West 53rd St,(212) 708-9400,40.7615,-73.9774
1861,Frames New York,1,Galleries,Framing,5.0,1205 Manhattan Ave,(718) 383-5505,40.7384,-73.9556
1862,Earthworks Pottery,7,Galleries,Art Classes,4.0,1705 1st Ave,(212) 876-6945,40.7785,-73.9484
1863,The Art Students League of New York,40,Galleries,Art Schools,3.5,215 W 57th St,(212) 247-4510,40.7659,-73.9806
1864,Gallery 53,9,Galleries,Framing,5.0,246 E 53rd St,(212) 319-4905,40.7569,-73.9677
1865,ROOQ Chelsea Fine Art & Framing,47,Galleries,Framing,5.0,224 8th Ave,(212) 989-1863,40.7442,-73.999
1866,Ackerman's Fine Art,3,Galleries,Art Galleries,3.5,2900 Westchester Ave,(914) 517-2900,41.0099,-73.6982
1867,Museum of American Illustration,1,Galleries,Museums,4.0,128 E 63rd St,(212) 838-2560,40.7648,-73.9669
1868,17 Frost  Theater of the Arts,2,Galleries,Art Galleries,4.0,17 Frost St,,40.7175,-73.9513
